# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Full TKE distribution for each fragment mass.
# License                 : CC BY-SA-4.0
# Compound                : 96-Cm-258
# Excitation Energy (MeV) : 10.0 MeV
#  A       TKE[MeV]          Yield
  128      1.25000E+02      0.00000E+00
  128      1.26000E+02      0.00000E+00
  128      1.27000E+02      0.00000E+00
  128      1.28000E+02      0.00000E+00
  128      1.29000E+02      0.00000E+00
  128      1.30000E+02      0.00000E+00
  128      1.31000E+02      0.00000E+00
  128      1.32000E+02      0.00000E+00
  128      1.33000E+02      0.00000E+00
  128      1.34000E+02      0.00000E+00
  128      1.35000E+02      0.00000E+00
  128      1.36000E+02      0.00000E+00
  128      1.37000E+02      0.00000E+00
  128      1.38000E+02      0.00000E+00
  128      1.39000E+02      0.00000E+00
  128      1.40000E+02      0.00000E+00
  128      1.41000E+02      0.00000E+00
  128      1.42000E+02      0.00000E+00
  128      1.43000E+02      0.00000E+00
  128      1.44000E+02      0.00000E+00
  128      1.45000E+02      0.00000E+00
  128      1.46000E+02      0.00000E+00
  128      1.47000E+02      0.00000E+00
  128      1.48000E+02      0.00000E+00
  128      1.49000E+02      0.00000E+00
  128      1.50000E+02      0.00000E+00
  128      1.51000E+02      0.00000E+00
  128      1.52000E+02      0.00000E+00
  128      1.53000E+02      0.00000E+00
  128      1.54000E+02      0.00000E+00
  128      1.55000E+02      0.00000E+00
  128      1.56000E+02      0.00000E+00
  128      1.57000E+02      0.00000E+00
  128      1.58000E+02      0.00000E+00
  128      1.59000E+02      0.00000E+00
  128      1.60000E+02      0.00000E+00
  128      1.61000E+02      0.00000E+00
  128      1.62000E+02      0.00000E+00
  128      1.63000E+02      0.00000E+00
  128      1.64000E+02      0.00000E+00
  128      1.65000E+02      0.00000E+00
  128      1.66000E+02      0.00000E+00
  128      1.67000E+02      0.00000E+00
  128      1.68000E+02      0.00000E+00
  128      1.69000E+02      0.00000E+00
  128      1.70000E+02      0.00000E+00
  128      1.71000E+02      0.00000E+00
  128      1.72000E+02      0.00000E+00
  128      1.73000E+02      0.00000E+00
  128      1.74000E+02      0.00000E+00
  128      1.75000E+02      0.00000E+00
  128      1.76000E+02      0.00000E+00
  128      1.77000E+02      0.00000E+00
  128      1.78000E+02      0.00000E+00
  128      1.79000E+02      0.00000E+00
  128      1.80000E+02      0.00000E+00
  128      1.81000E+02      0.00000E+00
  128      1.82000E+02      0.00000E+00
  128      1.83000E+02      0.00000E+00
  128      1.84000E+02      0.00000E+00
  128      1.85000E+02      0.00000E+00
  128      1.86000E+02      0.00000E+00
  128      1.87000E+02      0.00000E+00
  128      1.88000E+02      0.00000E+00
  128      1.89000E+02      0.00000E+00
  128      1.90000E+02      0.00000E+00
  128      1.91000E+02      0.00000E+00
  128      1.92000E+02      0.00000E+00
  128      1.93000E+02      0.00000E+00
  128      1.94000E+02      0.00000E+00
  128      1.95000E+02      0.00000E+00
  128      1.96000E+02      0.00000E+00
  128      1.97000E+02      0.00000E+00
  128      1.98000E+02      0.00000E+00
  128      1.99000E+02      0.00000E+00
  128      2.00000E+02      0.00000E+00
  128      2.01000E+02      0.00000E+00
  128      2.02000E+02      0.00000E+00
  128      2.03000E+02      0.00000E+00
  128      2.04000E+02      0.00000E+00
  128      2.05000E+02      0.00000E+00
  128      2.06000E+02      0.00000E+00
  128      2.07000E+02      0.00000E+00
  128      2.08000E+02      0.00000E+00
  128      2.09000E+02      0.00000E+00
  128      2.10000E+02      0.00000E+00
  128      2.11000E+02      0.00000E+00
  128      2.12000E+02      0.00000E+00
  128      2.13000E+02      0.00000E+00
  128      2.14000E+02      0.00000E+00
  128      2.15000E+02      0.00000E+00
  128      2.16000E+02      0.00000E+00
  128      2.17000E+02      0.00000E+00
  128      2.18000E+02      0.00000E+00
  128      2.19000E+02      0.00000E+00
  128      2.20000E+02      0.00000E+00
