# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Full TKE distribution for each fragment mass.
# License                 : CC BY-SA-4.0
# Compound                : 92-U-268
# Excitation Energy (MeV) : 10.0 MeV
#  A       TKE[MeV]          Yield
  133      1.13000E+02      0.00000E+00
  133      1.14000E+02      0.00000E+00
  133      1.15000E+02      0.00000E+00
  133      1.16000E+02      0.00000E+00
  133      1.17000E+02      0.00000E+00
  133      1.18000E+02      0.00000E+00
  133      1.19000E+02      0.00000E+00
  133      1.20000E+02      0.00000E+00
  133      1.21000E+02      0.00000E+00
  133      1.22000E+02      0.00000E+00
  133      1.23000E+02      0.00000E+00
  133      1.24000E+02      0.00000E+00
  133      1.25000E+02      0.00000E+00
  133      1.26000E+02      0.00000E+00
  133      1.27000E+02      0.00000E+00
  133      1.28000E+02      0.00000E+00
  133      1.29000E+02      0.00000E+00
  133      1.30000E+02      0.00000E+00
  133      1.31000E+02      0.00000E+00
  133      1.32000E+02      0.00000E+00
  133      1.33000E+02      0.00000E+00
  133      1.34000E+02      0.00000E+00
  133      1.35000E+02      0.00000E+00
  133      1.36000E+02      0.00000E+00
  133      1.37000E+02      0.00000E+00
  133      1.38000E+02      0.00000E+00
  133      1.39000E+02      0.00000E+00
  133      1.40000E+02      0.00000E+00
  133      1.41000E+02      0.00000E+00
  133      1.42000E+02      0.00000E+00
  133      1.43000E+02      0.00000E+00
  133      1.44000E+02      0.00000E+00
  133      1.45000E+02      0.00000E+00
  133      1.46000E+02      0.00000E+00
  133      1.47000E+02      0.00000E+00
  133      1.48000E+02      0.00000E+00
  133      1.49000E+02      0.00000E+00
  133      1.50000E+02      0.00000E+00
  133      1.51000E+02      0.00000E+00
  133      1.52000E+02      0.00000E+00
  133      1.53000E+02      0.00000E+00
  133      1.54000E+02      0.00000E+00
  133      1.55000E+02      0.00000E+00
  133      1.56000E+02      0.00000E+00
  133      1.57000E+02      0.00000E+00
  133      1.58000E+02      0.00000E+00
  133      1.59000E+02      0.00000E+00
  133      1.60000E+02      0.00000E+00
  133      1.61000E+02      0.00000E+00
  133      1.62000E+02      0.00000E+00
  133      1.63000E+02      0.00000E+00
  133      1.64000E+02      0.00000E+00
  133      1.65000E+02      0.00000E+00
  133      1.66000E+02      0.00000E+00
  133      1.67000E+02      0.00000E+00
  133      1.68000E+02      0.00000E+00
  133      1.69000E+02      0.00000E+00
  133      1.70000E+02      0.00000E+00
  133      1.71000E+02      0.00000E+00
  133      1.72000E+02      0.00000E+00
  133      1.73000E+02      0.00000E+00
  133      1.74000E+02      0.00000E+00
  133      1.75000E+02      0.00000E+00
  133      1.76000E+02      0.00000E+00
  133      1.77000E+02      0.00000E+00
  133      1.78000E+02      0.00000E+00
  133      1.79000E+02      0.00000E+00
  133      1.80000E+02      0.00000E+00
  133      1.81000E+02      0.00000E+00
  133      1.82000E+02      0.00000E+00
  133      1.83000E+02      0.00000E+00
  133      1.84000E+02      0.00000E+00
  133      1.85000E+02      0.00000E+00
  133      1.86000E+02      0.00000E+00
  133      1.87000E+02      0.00000E+00
  133      1.88000E+02      0.00000E+00
  133      1.89000E+02      0.00000E+00
  133      1.90000E+02      0.00000E+00
  133      1.91000E+02      0.00000E+00
  133      1.92000E+02      0.00000E+00
  133      1.93000E+02      0.00000E+00
  133      1.94000E+02      0.00000E+00
  133      1.95000E+02      0.00000E+00
  133      1.96000E+02      0.00000E+00
  133      1.97000E+02      0.00000E+00
  133      1.98000E+02      0.00000E+00
  133      1.99000E+02      0.00000E+00
  133      2.00000E+02      0.00000E+00
  133      2.01000E+02      0.00000E+00
  133      2.02000E+02      0.00000E+00
  133      2.03000E+02      0.00000E+00
  133      2.04000E+02      0.00000E+00
  133      2.05000E+02      0.00000E+00
  133      2.06000E+02      0.00000E+00
  133      2.07000E+02      0.00000E+00
  133      2.08000E+02      0.00000E+00
  133      2.09000E+02      0.00000E+00
  133      2.10000E+02      0.00000E+00
  133      2.11000E+02      0.00000E+00
  133      2.12000E+02      0.00000E+00
  133      2.13000E+02      0.00000E+00
  133      2.14000E+02      0.00000E+00
  133      2.15000E+02      0.00000E+00
  133      2.16000E+02      0.00000E+00
  133      2.17000E+02      0.00000E+00
  133      2.18000E+02      0.00000E+00

  134      1.13000E+02      0.00000E+00
  134      1.14000E+02      0.00000E+00
  134      1.15000E+02      0.00000E+00
  134      1.16000E+02      0.00000E+00
  134      1.17000E+02      0.00000E+00
  134      1.18000E+02      0.00000E+00
  134      1.19000E+02      0.00000E+00
  134      1.20000E+02      0.00000E+00
  134      1.21000E+02      0.00000E+00
  134      1.22000E+02      0.00000E+00
  134      1.23000E+02      0.00000E+00
  134      1.24000E+02      0.00000E+00
  134      1.25000E+02      0.00000E+00
  134      1.26000E+02      0.00000E+00
  134      1.27000E+02      0.00000E+00
  134      1.28000E+02      0.00000E+00
  134      1.29000E+02      0.00000E+00
  134      1.30000E+02      0.00000E+00
  134      1.31000E+02      0.00000E+00
  134      1.32000E+02      0.00000E+00
  134      1.33000E+02      0.00000E+00
  134      1.34000E+02      0.00000E+00
  134      1.35000E+02      0.00000E+00
  134      1.36000E+02      0.00000E+00
  134      1.37000E+02      0.00000E+00
  134      1.38000E+02      0.00000E+00
  134      1.39000E+02      0.00000E+00
  134      1.40000E+02      0.00000E+00
  134      1.41000E+02      3.51927E-04
  134      1.42000E+02      3.51927E-04
  134      1.43000E+02      0.00000E+00
  134      1.44000E+02      7.03854E-04
  134      1.45000E+02      1.40771E-03
  134      1.46000E+02      0.00000E+00
  134      1.47000E+02      0.00000E+00
  134      1.48000E+02      0.00000E+00
  134      1.49000E+02      0.00000E+00
  134      1.50000E+02      7.03854E-04
  134      1.51000E+02      0.00000E+00
  134      1.52000E+02      7.03854E-04
  134      1.53000E+02      7.03854E-04
  134      1.54000E+02      3.51927E-04
  134      1.55000E+02      0.00000E+00
  134      1.56000E+02      7.03854E-04
  134      1.57000E+02      2.11156E-03
  134      1.58000E+02      7.03854E-04
  134      1.59000E+02      3.51927E-04
  134      1.60000E+02      1.40771E-03
  134      1.61000E+02      7.03854E-04
  134      1.62000E+02      1.75963E-03
  134      1.63000E+02      2.11156E-03
  134      1.64000E+02      3.51927E-04
  134      1.65000E+02      1.40771E-03
  134      1.66000E+02      1.75963E-03
  134      1.67000E+02      3.16734E-03
  134      1.68000E+02      1.40771E-03
  134      1.69000E+02      1.05578E-03
  134      1.70000E+02      1.40771E-03
  134      1.71000E+02      0.00000E+00
  134      1.72000E+02      1.05578E-03
  134      1.73000E+02      1.05578E-03
  134      1.74000E+02      2.46349E-03
  134      1.75000E+02      1.40771E-03
  134      1.76000E+02      2.11156E-03
  134      1.77000E+02      1.40771E-03
  134      1.78000E+02      3.16734E-03
  134      1.79000E+02      1.05578E-03
